year,state,month,month_name,unemployment,date,region,division
2011,Montana,7,July,7,2011-07-01,West,Mountain
2011,Montana,6,June,7,2011-06-01,West,Mountain
2011,Montana,5,May,7.1,2011-05-01,West,Mountain
2011,Montana,4,April,7.2,2011-04-01,West,Mountain
2011,Montana,3,March,7.2,2011-03-01,West,Mountain
2011,Montana,2,February,7.3,2011-02-01,West,Mountain
2011,Montana,1,January,7.3,2011-01-01,West,Mountain
2010,Montana,12,December,7.3,2010-12-01,West,Mountain
2010,Montana,11,November,7.3,2010-11-01,West,Mountain
2010,Montana,10,October,7.3,2010-10-01,West,Mountain
2010,Montana,9,September,7.2,2010-09-01,West,Mountain
2010,Montana,8,August,7.2,2010-08-01,West,Mountain
2010,Montana,7,July,7.2,2010-07-01,West,Mountain
2010,Montana,6,June,7.3,2010-06-01,West,Mountain
2010,Montana,5,May,7.3,2010-05-01,West,Mountain
2010,Montana,4,April,7.4,2010-04-01,West,Mountain
2010,Montana,3,March,7.4,2010-03-01,West,Mountain
2010,Montana,2,February,7.4,2010-02-01,West,Mountain
2010,Montana,1,January,7.3,2010-01-01,West,Mountain
2009,Montana,12,December,7.2,2009-12-01,West,Mountain
2009,Montana,11,November,7,2009-11-01,West,Mountain
2009,Montana,10,October,6.9,2009-10-01,West,Mountain
2009,Montana,9,September,6.8,2009-09-01,West,Mountain
2009,Montana,8,August,6.8,2009-08-01,West,Mountain
2009,Montana,7,July,6.8,2009-07-01,West,Mountain
2009,Montana,6,June,6.8,2009-06-01,West,Mountain
2009,Montana,5,May,6.9,2009-05-01,West,Mountain
2009,Montana,4,April,6.9,2009-04-01,West,Mountain
2009,Montana,3,March,6.8,2009-03-01,West,Mountain
2009,Montana,2,February,6.7,2009-02-01,West,Mountain
2009,Montana,1,January,6.5,2009-01-01,West,Mountain
2008,Montana,12,December,6.3,2008-12-01,West,Mountain
2008,Montana,11,November,6,2008-11-01,West,Mountain
2008,Montana,10,October,5.7,2008-10-01,West,Mountain
2008,Montana,9,September,5.5,2008-09-01,West,Mountain
2008,Montana,8,August,5.3,2008-08-01,West,Mountain
2008,Montana,7,July,5.1,2008-07-01,West,Mountain
2008,Montana,6,June,4.9,2008-06-01,West,Mountain
2008,Montana,5,May,4.7,2008-05-01,West,Mountain
2008,Montana,4,April,4.6,2008-04-01,West,Mountain
2008,Montana,3,March,4.5,2008-03-01,West,Mountain
2008,Montana,2,February,4.4,2008-02-01,West,Mountain
2008,Montana,1,January,4.3,2008-01-01,West,Mountain
2007,Montana,12,December,4.2,2007-12-01,West,Mountain
2007,Montana,11,November,4.2,2007-11-01,West,Mountain
2007,Montana,10,October,4.1,2007-10-01,West,Mountain
2007,Montana,9,September,4,2007-09-01,West,Mountain
2007,Montana,8,August,3.9,2007-08-01,West,Mountain
2007,Montana,7,July,3.7,2007-07-01,West,Mountain
2007,Montana,6,June,3.5,2007-06-01,West,Mountain
2007,Montana,5,May,3.3,2007-05-01,West,Mountain
2007,Montana,4,April,3.1,2007-04-01,West,Mountain
2007,Montana,3,March,3,2007-03-01,West,Mountain
2007,Montana,2,February,2.9,2007-02-01,West,Mountain
2007,Montana,1,January,3,2007-01-01,West,Mountain
2006,Montana,12,December,3,2006-12-01,West,Mountain
2006,Montana,11,November,3.2,2006-11-01,West,Mountain
2006,Montana,10,October,3.3,2006-10-01,West,Mountain
2006,Montana,9,September,3.4,2006-09-01,West,Mountain
2006,Montana,8,August,3.4,2006-08-01,West,Mountain
2006,Montana,7,July,3.5,2006-07-01,West,Mountain
2006,Montana,6,June,3.6,2006-06-01,West,Mountain
2006,Montana,5,May,3.6,2006-05-01,West,Mountain
2006,Montana,4,April,3.7,2006-04-01,West,Mountain
2006,Montana,3,March,3.7,2006-03-01,West,Mountain
2006,Montana,2,February,3.8,2006-02-01,West,Mountain
2006,Montana,1,January,3.9,2006-01-01,West,Mountain
2016,Nebraska,12,December,3.1,2016-12-01,Midwest,West North Central
2016,Nebraska,11,November,3.1,2016-11-01,Midwest,West North Central
2016,Nebraska,10,October,3.1,2016-10-01,Midwest,West North Central
2016,Nebraska,9,September,3.1,2016-09-01,Midwest,West North Central
2016,Nebraska,8,August,3.1,2016-08-01,Midwest,West North Central
2016,Nebraska,7,July,3.1,2016-07-01,Midwest,West North Central
2016,Nebraska,6,June,3.1,2016-06-01,Midwest,West North Central
2016,Nebraska,5,May,3.1,2016-05-01,Midwest,West North Central
2016,Nebraska,4,April,3.1,2016-04-01,Midwest,West North Central
2016,Nebraska,3,March,3.1,2016-03-01,Midwest,West North Central
2016,Nebraska,2,February,3.1,2016-02-01,Midwest,West North Central
2016,Nebraska,1,January,3,2016-01-01,Midwest,West North Central
2015,Nebraska,12,December,3.1,2015-12-01,Midwest,West North Central
2015,Nebraska,11,November,3.1,2015-11-01,Midwest,West North Central
2015,Nebraska,10,October,3.1,2015-10-01,Midwest,West North Central
2015,Nebraska,9,September,3.1,2015-09-01,Midwest,West North Central
2015,Nebraska,8,August,3.1,2015-08-01,Midwest,West North Central
2015,Nebraska,7,July,3,2015-07-01,Midwest,West North Central
2015,Nebraska,6,June,3,2015-06-01,Midwest,West North Central
2015,Nebraska,5,May,3,2015-05-01,Midwest,West North Central
2015,Nebraska,4,April,3,2015-04-01,Midwest,West North Central
2015,Nebraska,3,March,2.9,2015-03-01,Midwest,West North Central
2015,Nebraska,2,February,2.9,2015-02-01,Midwest,West North Central
2015,Nebraska,1,January,2.9,2015-01-01,Midwest,West North Central
2014,Nebraska,12,December,3,2014-12-01,Midwest,West North Central
2014,Nebraska,11,November,3,2014-11-01,Midwest,West North Central
2014,Nebraska,10,October,3.1,2014-10-01,Midwest,West North Central
2014,Nebraska,9,September,3.1,2014-09-01,Midwest,West North Central
2014,Nebraska,8,August,3.2,2014-08-01,Midwest,West North Central
2014,Nebraska,7,July,3.2,2014-07-01,Midwest,West North Central
2014,Nebraska,6,June,3.3,2014-06-01,Midwest,West North Central
2014,Nebraska,5,May,3.4,2014-05-01,Midwest,West North Central
2014,Nebraska,4,April,3.4,2014-04-01,Midwest,West North Central
2014,Nebraska,3,March,3.5,2014-03-01,Midwest,West North Central
2014,Nebraska,2,February,3.5,2014-02-01,Midwest,West North Central
2014,Nebraska,1,January,3.5,2014-01-01,Midwest,West North Central
2013,Nebraska,12,December,3.6,2013-12-01,Midwest,West North Central
2013,Nebraska,11,November,3.6,2013-11-01,Midwest,West North Central
2013,Nebraska,10,October,3.6,2013-10-01,Midwest,West North Central
2013,Nebraska,9,September,3.7,2013-09-01,Midwest,West North Central
2013,Nebraska,8,August,3.7,2013-08-01,Midwest,West North Central
2013,Nebraska,7,July,3.8,2013-07-01,Midwest,West North Central
2013,Nebraska,6,June,3.8,2013-06-01,Midwest,West North Central
2013,Nebraska,5,May,3.8,2013-05-01,Midwest,West North Central
2013,Nebraska,4,April,3.9,2013-04-01,Midwest,West North Central
2013,Nebraska,3,March,3.9,2013-03-01,Midwest,West North Central
2013,Nebraska,2,February,3.9,2013-02-01,Midwest,West North Central
2013,Nebraska,1,January,3.9,2013-01-01,Midwest,West North Central
2012,Nebraska,12,December,4,2012-12-01,Midwest,West North Central
2012,Nebraska,11,November,4,2012-11-01,Midwest,West North Central
2012,Nebraska,10,October,4,2012-10-01,Midwest,West North Central
2012,Nebraska,9,September,4,2012-09-01,Midwest,West North Central
2012,Nebraska,8,August,4,2012-08-01,Midwest,West North Central
2012,Nebraska,7,July,4,2012-07-01,Midwest,West North Central
2012,Nebraska,6,June,4,2012-06-01,Midwest,West North Central
2012,Nebraska,5,May,4,2012-05-01,Midwest,West North Central
2012,Nebraska,4,April,4,2012-04-01,Midwest,West North Central
2012,Nebraska,3,March,4,2012-03-01,Midwest,West North Central
2012,Nebraska,2,February,4.1,2012-02-01,Midwest,West North Central
2012,Nebraska,1,January,4.1,2012-01-01,Midwest,West North Central
2011,Nebraska,12,December,4.2,2011-12-01,Midwest,West North Central
2011,Nebraska,11,November,4.2,2011-11-01,Midwest,West North Central
2011,Nebraska,10,October,4.3,2011-10-01,Midwest,West North Central
2011,Nebraska,9,September,4.3,2011-09-01,Midwest,West North Central
2011,Nebraska,8,August,4.4,2011-08-01,Midwest,West North Central
2011,Nebraska,7,July,4.4,2011-07-01,Midwest,West North Central
2011,Nebraska,6,June,4.4,2011-06-01,Midwest,West North Central
2011,Nebraska,5,May,4.5,2011-05-01,Midwest,West North Central
2011,Nebraska,4,April,4.5,2011-04-01,Midwest,West North Central
2011,Nebraska,3,March,4.5,2011-03-01,Midwest,West North Central
2011,Nebraska,2,February,4.5,2011-02-01,Midwest,West North Central
2011,Nebraska,1,January,4.5,2011-01-01,Midwest,West North Central
2010,Nebraska,12,December,4.5,2010-12-01,Midwest,West North Central
2010,Nebraska,11,November,4.5,2010-11-01,Midwest,West North Central
2010,Nebraska,10,October,4.5,2010-10-01,Midwest,West North Central
2010,Nebraska,9,September,4.5,2010-09-01,Midwest,West North Central
2010,Nebraska,8,August,4.5,2010-08-01,Midwest,West North Central
2010,Nebraska,7,July,4.5,2010-07-01,Midwest,West North Central
2010,Nebraska,6,June,4.6,2010-06-01,Midwest,West North Central
2010,Nebraska,5,May,4.7,2010-05-01,Midwest,West North Central
2010,Nebraska,4,April,4.7,2010-04-01,Midwest,West North Central
2010,Nebraska,3,March,4.8,2010-03-01,Midwest,West North Central
2010,Nebraska,2,February,4.8,2010-02-01,Midwest,West North Central
2010,Nebraska,1,January,4.9,2010-01-01,Midwest,West North Central
2009,Nebraska,12,December,4.8,2009-12-01,Midwest,West North Central
2009,Nebraska,11,November,4.8,2009-11-01,Midwest,West North Central
2009,Nebraska,10,October,4.8,2009-10-01,Midwest,West North Central
2009,Nebraska,9,September,4.8,2009-09-01,Midwest,West North Central
2009,Nebraska,8,August,4.8,2009-08-01,Midwest,West North Central
2009,Nebraska,7,July,4.8,2009-07-01,Midwest,West North Central
2009,Nebraska,6,June,4.7,2009-06-01,Midwest,West North Central
2009,Nebraska,5,May,4.7,2009-05-01,Midwest,West North Central
2009,Nebraska,4,April,4.6,2009-04-01,Midwest,West North Central
2009,Nebraska,3,March,4.5,2009-03-01,Midwest,West North Central
2009,Nebraska,2,February,4.3,2009-02-01,Midwest,West North Central
2009,Nebraska,1,January,4.1,2009-01-01,Midwest,West North Central
2008,Nebraska,12,December,3.9,2008-12-01,Midwest,West North Central
2008,Nebraska,11,November,3.8,2008-11-01,Midwest,West North Central
2008,Nebraska,10,October,3.6,2008-10-01,Midwest,West North Central
2008,Nebraska,9,September,3.5,2008-09-01,Midwest,West North Central
2008,Nebraska,8,August,3.4,2008-08-01,Midwest,West North Central
2008,Nebraska,7,July,3.3,2008-07-01,Midwest,West North Central
2008,Nebraska,6,June,3.2,2008-06-01,Midwest,West North Central
2008,Nebraska,5,May,3.2,2008-05-01,Midwest,West North Central
2008,Nebraska,4,April,3.1,2008-04-01,Midwest,West North Central
2008,Nebraska,3,March,3.1,2008-03-01,Midwest,West North Central
2008,Nebraska,2,February,3,2008-02-01,Midwest,West North Central
2008,Nebraska,1,January,3,2008-01-01,Midwest,West North Central
2007,Nebraska,12,December,3,2007-12-01,Midwest,West North Central
2007,Nebraska,11,November,3,2007-11-01,Midwest,West North Central
2007,Nebraska,10,October,3.1,2007-10-01,Midwest,West North Central
2007,Nebraska,9,September,3.1,2007-09-01,Midwest,West North Central
2007,Nebraska,8,August,3.1,2007-08-01,Midwest,West North Central
2007,Nebraska,7,July,3.1,2007-07-01,Midwest,West North Central
2007,Nebraska,6,June,3,2007-06-01,Midwest,West North Central
2007,Nebraska,5,May,3,2007-05-01,Midwest,West North Central
2007,Nebraska,4,April,2.9,2007-04-01,Midwest,West North Central
2007,Nebraska,3,March,2.9,2007-03-01,Midwest,West North Central
2007,Nebraska,2,February,2.9,2007-02-01,Midwest,West North Central
2007,Nebraska,1,January,2.9,2007-01-01,Midwest,West North Central
2006,Nebraska,12,December,3,2006-12-01,Midwest,West North Central
2006,Nebraska,11,November,3.1,2006-11-01,Midwest,West North Central
2006,Nebraska,10,October,3.1,2006-10-01,Midwest,West North Central
2006,Nebraska,9,September,3.1,2006-09-01,Midwest,West North Central
2006,Nebraska,8,August,3.1,2006-08-01,Midwest,West North Central
2006,Nebraska,7,July,3.1,2006-07-01,Midwest,West North Central
2006,Nebraska,6,June,3.1,2006-06-01,Midwest,West North Central
2006,Nebraska,5,May,3.1,2006-05-01,Midwest,West North Central
2006,Nebraska,4,April,3.1,2006-04-01,Midwest,West North Central
2006,Nebraska,3,March,3.2,2006-03-01,Midwest,West North Central
2006,Nebraska,2,February,3.2,2006-02-01,Midwest,West North Central
2006,Nebraska,1,January,3.4,2006-01-01,Midwest,West North Central
2016,Nevada,12,December,5.3,2016-12-01,West,Mountain
2016,Nevada,11,November,5.4,2016-11-01,West,Mountain
2016,Nevada,10,October,5.5,2016-10-01,West,Mountain
2016,Nevada,9,September,5.5,2016-09-01,West,Mountain
2016,Nevada,8,August,5.6,2016-08-01,West,Mountain
2016,Nevada,7,July,5.7,2016-07-01,West,Mountain
2016,Nevada,6,June,5.8,2016-06-01,West,Mountain
2016,Nevada,5,May,5.8,2016-05-01,West,Mountain
2016,Nevada,4,April,5.9,2016-04-01,West,Mountain
2016,Nevada,3,March,6,2016-03-01,West,Mountain
2016,Nevada,2,February,6.1,2016-02-01,West,Mountain
2016,Nevada,1,January,6.2,2016-01-01,West,Mountain
2015,Nevada,12,December,6.3,2015-12-01,West,Mountain
2015,Nevada,11,November,6.4,2015-11-01,West,Mountain
2015,Nevada,10,October,6.5,2015-10-01,West,Mountain
2015,Nevada,9,September,6.6,2015-09-01,West,Mountain
2015,Nevada,8,August,6.7,2015-08-01,West,Mountain
2015,Nevada,7,July,6.8,2015-07-01,West,Mountain
2015,Nevada,6,June,6.8,2015-06-01,West,Mountain
2015,Nevada,5,May,6.9,2015-05-01,West,Mountain
2015,Nevada,4,April,7,2015-04-01,West,Mountain
2015,Nevada,3,March,7,2015-03-01,West,Mountain
2015,Nevada,2,February,7.1,2015-02-01,West,Mountain
2015,Nevada,1,January,7.2,2015-01-01,West,Mountain
2014,Nevada,12,December,7.3,2014-12-01,West,Mountain
2014,Nevada,11,November,7.4,2014-11-01,West,Mountain
2014,Nevada,10,October,7.5,2014-10-01,West,Mountain
2014,Nevada,9,September,7.6,2014-09-01,West,Mountain
2014,Nevada,8,August,7.7,2014-08-01,West,Mountain
2014,Nevada,7,July,7.8,2014-07-01,West,Mountain
2014,Nevada,6,June,7.9,2014-06-01,West,Mountain
2014,Nevada,5,May,8.1,2014-05-01,West,Mountain
2014,Nevada,4,April,8.2,2014-04-01,West,Mountain
2014,Nevada,3,March,8.4,2014-03-01,West,Mountain
2014,Nevada,2,February,8.5,2014-02-01,West,Mountain
2014,Nevada,1,January,8.6,2014-01-01,West,Mountain
2013,Nevada,12,December,8.8,2013-12-01,West,Mountain
2013,Nevada,11,November,8.9,2013-11-01,West,Mountain
2013,Nevada,10,October,9.1,2013-10-01,West,Mountain
2013,Nevada,9,September,9.2,2013-09-01,West,Mountain
2013,Nevada,8,August,9.4,2013-08-01,West,Mountain
2013,Nevada,7,July,9.6,2013-07-01,West,Mountain
2013,Nevada,6,June,9.7,2013-06-01,West,Mountain
2013,Nevada,5,May,9.9,2013-05-01,West,Mountain
2013,Nevada,4,April,10,2013-04-01,West,Mountain
2013,Nevada,3,March,10.2,2013-03-01,West,Mountain
2013,Nevada,2,February,10.3,2013-02-01,West,Mountain
2013,Nevada,1,January,10.4,2013-01-01,West,Mountain
2012,Nevada,12,December,10.5,2012-12-01,West,Mountain
2012,Nevada,11,November,10.6,2012-11-01,West,Mountain
2012,Nevada,10,October,10.7,2012-10-01,West,Mountain
2012,Nevada,9,September,10.8,2012-09-01,West,Mountain
2012,Nevada,8,August,11,2012-08-01,West,Mountain
2012,Nevada,7,July,11.1,2012-07-01,West,Mountain
2012,Nevada,6,June,11.3,2012-06-01,West,Mountain
2012,Nevada,5,May,11.4,2012-05-01,West,Mountain
2012,Nevada,4,April,11.5,2012-04-01,West,Mountain
2012,Nevada,3,March,11.6,2012-03-01,West,Mountain
2012,Nevada,2,February,11.8,2012-02-01,West,Mountain
2012,Nevada,1,January,12,2012-01-01,West,Mountain
2011,Nevada,12,December,12.3,2011-12-01,West,Mountain
2011,Nevada,11,November,12.5,2011-11-01,West,Mountain
2011,Nevada,10,October,12.7,2011-10-01,West,Mountain
2011,Nevada,9,September,12.9,2011-09-01,West,Mountain
2011,Nevada,8,August,13,2011-08-01,West,Mountain
2011,Nevada,7,July,13.1,2011-07-01,West,Mountain
2011,Nevada,6,June,13.1,2011-06-01,West,Mountain
2011,Nevada,5,May,13.2,2011-05-01,West,Mountain
2011,Nevada,4,April,13.2,2011-04-01,West,Mountain
2011,Nevada,3,March,13.3,2011-03-01,West,Mountain
2011,Nevada,2,February,13.4,2011-02-01,West,Mountain
2011,Nevada,1,January,13.5,2011-01-01,West,Mountain
2010,Nevada,12,December,13.6,2010-12-01,West,Mountain
2010,Nevada,11,November,13.7,2010-11-01,West,Mountain
2010,Nevada,10,October,13.7,2010-10-01,West,Mountain
2010,Nevada,9,September,13.7,2010-09-01,West,Mountain
2010,Nevada,8,August,13.6,2010-08-01,West,Mountain
2010,Nevada,7,July,13.6,2010-07-01,West,Mountain
2010,Nevada,6,June,13.5,2010-06-01,West,Mountain
2010,Nevada,5,May,13.5,2010-05-01,West,Mountain
2010,Nevada,4,April,13.5,2010-04-01,West,Mountain
2010,Nevada,3,March,13.4,2010-03-01,West,Mountain
2010,Nevada,2,February,13.2,2010-02-01,West,Mountain
2010,Nevada,1,January,13,2010-01-01,West,Mountain
2009,Nevada,12,December,12.7,2009-12-01,West,Mountain
2009,Nevada,11,November,12.5,2009-11-01,West,Mountain
2009,Nevada,10,October,12.2,2009-10-01,West,Mountain
2009,Nevada,9,September,12,2009-09-01,West,Mountain
2009,Nevada,8,August,11.8,2009-08-01,West,Mountain
2009,Nevada,7,July,11.6,2009-07-01,West,Mountain
2009,Nevada,6,June,11.3,2009-06-01,West,Mountain
2009,Nevada,5,May,11,2009-05-01,West,Mountain
2009,Nevada,4,April,10.7,2009-04-01,West,Mountain
2009,Nevada,3,March,10.4,2009-03-01,West,Mountain
2009,Nevada,2,February,9.9,2009-02-01,West,Mountain
2009,Nevada,1,January,9.5,2009-01-01,West,Mountain
2008,Nevada,12,December,9,2008-12-01,West,Mountain
2008,Nevada,11,November,8.5,2008-11-01,West,Mountain
2008,Nevada,10,October,7.9,2008-10-01,West,Mountain
2008,Nevada,9,September,7.4,2008-09-01,West,Mountain
