"ADDRESS","BOROUGH","BIN","CD","CATEGORY","SUBCATEGORIES","JOB NUMBERS"
"146-48 184 STREET","QUEENS","4286051","413","Approved Work","Electrical","Q00341705"
"147-07 78 AVE","Queens","4144705","408","Approved Work","Emergency Construction","421560242"
"147-16 97 AVE","Queens","4214599","412","Approved Work","Essential Facility; Electrical","421920595; Q00346763"
"147-17 JAMAICA AVE","Queens","4206796","412","Approved Work","Single Worker Limit","421782538; Q00281193"
"147-42 VILLAGE ROAD","QUEENS","4530518","408","Approved Work","Single Worker Limit","421913763; Q00216461"
"147-52 CHARTER ROAD","QUEENS","4530581","408","Approved Work","Single Worker Limit","421942562; Q00262668"
"149-95 254 STREET","QUEENS","4290203","413","Approved Work","Electrical","Q00340158"
"15-06 150 STREET","QUEENS","4105653","407","Approved Work","Essential Business","Q00285890"
"15-20 CENTRAL AVE","Queens","4448976","414","Approved Work","Essential Facility","420630464; 420664098; 421935320; Q00197027; Q00343953"
"15-23 163 STR","Queens","4107786","407","Approved Work","Electrical","Q00346490"
"150-11 SULLIVAN DRIVE","Queens","4607347","407","Approved Work","Single Worker Limit","421204510"
"150-128 POWELLS COVE BLVD","Queens","4622932","407","Approved Work","Single Worker Limit","421306269"
"150-17 GRAND CENTRAL PARKWAY","QUEENS","4530544","408","Approved Work","Single Worker Limit","421797014; Q00262849"
"150-22 115 DRIVE","QUEENS","4264370","412","Approved Work","LAA","Q00346714"
"150-24 BEAVER ROAD","QUEENS","4215641","412","Approved Work","Essential Facility","421529411; 421735974; 421757094; Q00309366; Q00309389; Q00316176; Q00320122"
"150-35 SULLIVAN DRIVE","Queens","4623014","407","Approved Work","Single Worker Limit","421219452"
"150-42 SULLIVAN DRIVE","Queens","4867474","407","Approved Work","Single Worker Limit","421304939"
"150-43 SULLIVAN DRIVE","Queens","4867370","407","Approved Work","Single Worker Limit","421256447"
"150-56 SULLIVAN DRIVE","Queens","4867374","407","Approved Work","Single Worker Limit","421262216"
"150-71 116 DRIVE","QUEENS","4264745","412","Approved Work","Electrical","Q00343694"
"151-04 20 ROAD","QUEENS","4106925","407","Approved Work","Electrical","Q00346983"
"151-08 20 ROAD","QUEENS","4106926","407","Approved Work","Electrical","Q00347000"
"151-10 20 ROAD","QUEENS","4106927","407","Approved Work","Electrical","Q00346992"
"151-10 35 AVENUE","Queens","4119143","407","Approved Work","Essential Facility; Affordable Housing","440576903"
"151-12 20 ROAD","QUEENS","4106928","407","Approved Work","Electrical","Q00346989"
"151-20   88 STREET","QUEENS","4434844","410","Approved Work","Electrical","Q00347044"
"151-25   88 STREET","QUEENS","4434859","410","Approved Work","Electrical; LAA","Q00341007; Q00340704"
"153-65 CROSS ISLAND PARKWAY","Queens","4439674","407","Approved Work","Essential Facility","Q00296038"
"154-19 NORTHERN BLVD","Queens","4119173","407","Approved Work","Essential Facility","421600618"
"154-40 12 ROAD","Queens","4103469","407","Approved Work","Single Worker Limit","421566914"
"156-10 NORTHERN BLVD","Queens","4119329","407","Approved Work","Essential Business","421903809"
"157-23 24 AVE","Queens","4109979","407","Approved Work","Single Worker Limit","421940822"
"158-09 111TH AVE","Queens","4263549","412","Approved Work","Electrical","Q00343423"
"158-13 72 AVENUE","QUEENS","4147000","408","Approved Work","Emergency Construction","Q00314059"
"158-20 81 STREET","Queens","4292774","410","Approved Work","Electrical","Q00345469"
"158-39 JEWEL AVENUE","QUEENS","4455394","408","Approved Work","Electrical","Q00343669"
"158-40 JEWEL AVENUE","QUEENS","4451555","408","Approved Work","Electrical","Q00340774"
"159-15 RIVERSIDE DRIVE","Queens","4103508","407","Approved Work","Single Worker Limit","421636723"
"160-08 JAMAICA AVENUE","Queens","4215614","412","Approved Work","Essential Business","421020905"
"160-11 89 AVENUE","QUEENS","4208961","412","Approved Work","Essential Facility","440581309; Q00345050"
"160-50 21ST ROAD","Queens","4617459","407","Approved Work","Single Worker Limit","421527020; 421554213"
"1616 SUMMERFIELD STREET","Queens","4618935","405","Approved Work","Essential Facility","420663767"
"162-14 87TH ROAD","Queens","4209082","408","Approved Work","Emergency Construction","421860800; Q00294569"
"162-24 12 ROAD","Queens","4104221","407","Approved Work","Single Worker Limit","421693616"
"162-31 CROSSBAY BOULEVARD","QUEENS","4856710","410","Approved Work","Essential Business","Q00230606"
"163 BEACH 96TH STREET","Queens","4454190","414","Approved Work","Electrical","Q00346460"
"163-03 HORACE HARDING EXPRESSWAY","QUEENS","4146579","407","Approved Work","Essential Business","Q00225364"
"168 BEDFORD AVENUE","Queens","4608538","414","Approved Work","Single Worker Limit","421362377"
"169-01 BAISLEY BOULEVARD","QUEENS","4268384","412","Approved Work","Essential Business","Q00307652"
"17-52 FRANCIS LEWIS BOULEVARD","QUEENS","4107654","407","Approved Work","Emergency Construction; Essential Facility","Q00318152"
"170 GREENWAY SOUTH","QUEENS","4078665","406","Approved Work","Emergency Construction","421959857; Q00326391"
"170-20 A PARK CIRCLE","QUEENS","4541617","412","Approved Work","LAA","Q00346155"
"17108 JAMAICA AVENUE","QUEENS","4217495","412","Approved Work","LAA","Q00344294"
"175-20 WEXFORD TERRACE","QUEENS","4589727","408","Approved Work","Essential Business","421303226"
"177-68 SOUTH CONDUIT AVENUE","Queens","4285480","413","Approved Work","Essential Facility","421799343; 421799352"
"179-15  144 AVENUE","QUEENS","4533889","412","Approved Work","Electrical","Q00341530"
"18-05 215 STREET","QUEENS","4454658","407","Approved Work","Emergency Construction","Q00236934"
"18-06 125 STREET","Queens","4098894","407","Approved Work","Electrical","Q00346919"
"18-31 42ND STREET","Queens","4015251","401","Approved Work","Single Worker Limit","421482292"
"18-62 BAY LANE","Queens","4617650","407","Approved Work","Single Worker Limit","421656489"
"181-07 JAMAICA AVENUE","Queens","4211769","412","Approved Work","Energy Industry","421737348; Q00341654"
"181-25 EASTERN ROAD","Queens","4862660","","Approved Work","Essential Facility; Electrical","421405429; Q00344131; Q00344132; Q00344134; Q00344135"
"1824 CORNELIA STREET","QUEENS","4082825","405","Approved Work","LAA","Q00346665"
"183-11 73 AVE","Queens","4619639","408","Approved Work","Single Worker Limit","421713444"
"185-01 HILLSIDE AVENUE","QUEENS","4213294","408","Approved Work","LAA","Q00341543"
"186-15 MIDLAND PARKWAY","QUEENS","4156242","408","Approved Work","Essential Facility","Q00294853"
"188-27 118 AVENUE","Queens","4623010","412","Approved Work","Single Worker Limit","421747453"
"1881 STARR STREET","Queens","4607363","405","Approved Work","Essential Facility; Affordable Housing","421226024; 440360949; 440527397"
"189-04 64 AVENUE","QUEENS","4444031","408","Approved Work","Essential Business","Q00294797"
"1894 DEKALB AVE","Queens","4619111","405","Approved Work","Essential Facility; Affordable Housing","420664631"
"1896 DEKALB AVE","Queens","4619112","405","Approved Work","Essential Facility; Affordable Housing","420664506"
"19-04 23 AVENUE","Queens","4020100","401","Approved Work","Single Worker Limit","421741333"
"19-09 PLAINVIEW AVENUE","Queens","4299395","414","Approved Work","Essential Facility","420867805"
"19-14 21 ROAD","Queens","4020281","401","Approved Work","Essential Facility; Affordable Housing","420662713"
"19-19 46 STREET","QUEENS","4014853","401","Approved Work","Electrical","Q00345863"
"190 BEACH 69 STREET","Queens","4614931","414","Approved Work","Essential Facility; Essential Business","440582530; Q00284481; Q00317720"
"1905 STARR STREET","QUEENS","4596828","405","Approved Work","Essential Business","Q00321860"
"194-17 NORTHERN BLVD.","Queens","4121140","411","Approved Work","Electrical","Q00340574"
"196-01 DUNTON AVENUE","QUEENS","4434590","408","Approved Work","Emergency Construction","440584299"
"196-10 POMPEII AVENUE","Queens","4460574","408","Approved Work","Emergency Construction","440584128"
"196-14 POMPEII AVENUE","QUEENS","4460576","408","Approved Work","Emergency Construction","440584324"
"196-16 POMPEII AVENUE","Queens","4460577","408","Approved Work","Emergency Construction","440584306"
"196-18 POMPEII AVENUE","Queens","4460578","408","Approved Work","Emergency Construction","440584119"
"196-20 POMPEII AVENUE","Queens","4460579","408","Approved Work","Emergency Construction","440584100"
"196-22 POMPEII AVENUE","Queens","4460580","408","Approved Work","Emergency Construction","440584093"
"196-24 POMPEII AVENUE","Queens","4460581","408","Approved Work","Emergency Construction","440584084"
"196-26 POMPEII AVENUE","Queens","4460582","408","Approved Work","Emergency Construction","440584075"
"196-28 POMPEII AVENUE","Queens","4460583","408","Approved Work","Emergency Construction","440584066"
"196-30 POMPEII AVENUE","Queens","4460584","408","Approved Work","Emergency Construction","440584057"
"196-32 POMPEII AVENUE","Queens","4460585","408","Approved Work","Emergency Construction","440584048"
"196-34 POMPEII AVENUE","Queens","4460586","408","Approved Work","Emergency Construction","440584039"
"196-36 POMPEII AVENUE","Queens","4460587","408","Approved Work","Emergency Construction","440584020"
"197-11 DUNTON AVENUE","Queens","4460570","408","Approved Work","Emergency Construction","440584182"
"198-23 HORACE HARDING EXPRESSWAY","QUEENS","4438244","411","Approved Work","Essential Facility","421907075; 421918170; 421943614; Q00250069; Q00300571; Q00300679; Q00327545; Q00327562"
"2 BAY CLUB DRIVE","Queens","4610766","407","Approved Work","Essential Facility","Q00342294"
"2-11 149 PLACE","Queens","4102208","407","Approved Work","","421929998"
"2-14 50 AVENUE","QUEENS","4594739","402","Approved Work","Essential Facility","421798567; Q00290307; Q00290600"
"2-15 26 AVENUE","QUEENS","4020676","401","Approved Work","Essential Facility; Electrical","421801367; Q00308784; Q00308880; Q00344407"
"20-20 42 STREET","QUEENS","4015568","401","Approved Work","Electrical","Q00344828"
"20-24 119TH STREET","Queens","4099132","407","Approved Work","Essential Business","440588981"
"20-30 42 ST","Queens","4015572","401","Approved Work","Single Worker Limit","421161021"
"20-33 SEAGIRT BLVD","Queens","4436090","414","Approved Work","Essential Facility","421897111"
"20-42 169 STREET","Queens","4129018","407","Approved Work","Electrical","Q00344753"
"20-44 SEAGIRT BOULEVARD","QUEENS","4440256","414","Approved Work","Single Worker Limit","440584663; Q00309896"
"200-12 45 AVENUE","Queens","4125166","411","Approved Work","Emergency Construction","421892232"
"204-04 12 AVENUE","Queens","4465198","414","Approved Work","Single Worker Limit","421549505"
"204-18 9 AVENUE","Queens","4466049","414","Approved Work","Single Worker Limit","421883661"
"207 BAYSIDE AVENUE","Queens","4464492","414","Approved Work","Single Worker Limit","421722461"
"209-45 28 AVENUE","QUEENS","4133383","411","Approved Work","Single Worker Limit","421886855; Q00261795"
"21-01 21 STREET","QUEENS","4019647","401","Approved Work","Essential Facility","420664891"
"21-01 41ST AVENUE","Queens","4004967","401","Approved Work","Emergency Construction; Essential Facility","421554883; 421603802; 421635813"
"21-07 41 AVENUE","QUEENS","4004973","401","Approved Work","Emergency Construction; LAA","Q00342262; Q00317864"
"21-19 22 ROAD","Queens","4019545","401","Approved Work","Single Worker Limit","401098851"
"21-30 44TH DRIVE","Queens","4618218","402","Approved Work","Essential Facility; Essential Business","421231893; 421939512"
"21-30 FRANCIS LEWIS BLVD.","Queens","4619880","407","Approved Work","Single Worker Limit","421527039"
"21-34 FRANCIS LEWIS BLVD.","Queens","4617286","407","Approved Work","Single Worker Limit","421527048"
"21-38 37 STREET","Queens","4016519","401","Approved Work","Single Worker Limit","421897157"
"21-59 44 DR.","Queens","4005176","402","Approved Work","Essential Facility; Affordable Housing","421251594"
"21-60 31ST STREET","Queens","4437018","401","Approved Work","Essential Facility; Affordable Housing","421797755"
"211-23   23 AVENUE","QUEENS","4443725","407","Approved Work","Electrical","Q00344155"
"214-20 43 AVENUE","QUEENS","4138361","411","Approved Work","Essential Facility","421938586; 421944668; Q00256424; Q00301849; Q00315722; Q00338963"
"214-21 JAMAICA AVENUE","QUEENS","4226190","413","Approved Work","LAA","Q00343152"
"216 BEACH 87 STREET","QUEENS","4303414","414","Approved Work","Essential Facility","421913512"
"219-31 PECK AVENUE","Queens","4164864","411","Approved Work","Single Worker Limit","421795720"
"22-06 31 STREET","Queens","4437015","401","Approved Work","Essential Facility; LAA","421318586; Q00346384"
"22-16 79 STREET","QUEENS","4449326","401","Approved Work","LAA","Q00345976"
"22-19 41 AVENUE","QUEENS","4004951","401","Approved Work","Essential Facility","421714381"
"22-27 CLINTONVILLE STREET","Queens","4617287","407","Approved Work","Single Worker Limit","421527057"
"22-37 73 STREET","Queens","4021838","401","Approved Work","Essential Facility; Affordable Housing","421536172; Q00217581; Q00224145; Q00293022"
"22-43 JACKSON AVENUE","Queens","4000561","402","Approved Work","Essential Facility; Electrical","420659406; Q00344633"
"22-60   79 STREET","QUEENS","4449336","401","Approved Work","Electrical","Q00343189"
"22-62 28 STREET","QUEENS","4018203","401","Approved Work","Single Worker Limit","421731521"
"22-68 46 STREET","QUEENS","4014566","401","Approved Work","Electrical","Q00342865"
"22-76 41 STREET","QUEENS","4015407","401","Approved Work","LAA","Q00340395"
"220 OCEANSIDE AVENUE","Queens","4607401","414","Approved Work","Single Worker Limit","421726939"
"220-03 HILLSIDE AVENUE","QUEENS","4165857","413","Approved Work","Emergency Construction; Essential Facility","421905736; Q00303432; Q00307862; Q00309859; Q00309869"
"2203 JACKSON AVENUE","Queens","4000549","402","Approved Work","Emergency Construction","Q00271346"
"221 OCEANSIDE AVENUE","Queens","4623174","414","Approved Work","Single Worker Limit","421727224"
"221-26 MERRICK BOULEVARD","Queens","4281386","413","Approved Work","Electrical","Q00340159; Q00343989"
"222-89 BRADDOCK AVENUE","QUEENS","4166895","413","Approved Work","Essential Business","Q00225344"
"22207 141 ROAD","Queens","4282402","413","Approved Work","Electrical","Q00346317"
"224 BEACH 142 STREET","Queens","4306652","414","Approved Work","Emergency Construction; Single Worker Limit","421640923"
"224-05 JAMAICA AVE","Queens","4230261","413","Approved Work","Essential Facility","421729623"
"224-24 UNION TURNPIKE","Queens","4453360","411","Approved Work","Essential Business","421168471"
"228 BEACH 147 STREET","QUEENS","4306902","414","Approved Work","Single Worker Limit","440584342; Q00315460"
"23-09 DITMARS BOULEVARD","Queens","4019555","401","Approved Work","Single Worker Limit","421656862"
"23-11 31 AVENUE","QUEENS","4006684","401","Approved Work","Electrical","Q00347269"
